LONGITUDE,LATITUDE,EMPLOYEES,INCOME,ACC_BEFORE,PWC_PRESS_INDEX,FB_LIKES,TWT_FOLLOWERS,YEAR_FOUNDED,EXP_CEO,AREA,PWC_EMPLOYEES,CREDIT,FLAG,CAFE,IT,PUB,RESTAURANT
21.0283271466806,52.2216961067868,4,500475.0,0,11.6054470348493,5991,617,2011,6.603069784044262,52,0,45150,1,1.0,0.0,0.0,0.0
21.009362828623,52.2251161494805,6,499617.0,0,27.8669417273759,5957,609,2012,6.603069784044262,45,0,55083,0,0.0,0.0,0.0,1.0
21.1868138049869,52.1881890726788,52,413860.0,0,-0.411718941378871,1034,194,1998,13.0,352,0,9394106,0,0.0,1.0,0.0,0.0
21.0371586550493,52.2752998694545,3,199411.0,1,-4.05855262910532,488,101,2001,9.0,73,2,1408,0,0.0,1.0,0.0,0.0
21.0281702168775,52.2283228057204,4,500002.0,0,17.8445132116689,6072,573,2010,6.603069784044262,41,0,60370,1,0.0,0.0,1.0,0.0
21.1882951877015,52.1808259320608,1,150478.0,0,-16.9526161971319,1599,183,2008,6.603069784044262,29,1,21990,0,1.0,0.0,0.0,0.0
21.1506883870726,52.1710599267203,4,87054.0,0,0.499850856913695,643,147,2009,4.0,65,0,19933,0,0.0,1.0,0.0,0.0
21.0401250803983,52.2760983530758,30,199848.0,0,-4.5181336843904,511,84,2004,7.0,70,3,312,1,0.0,1.0,0.0,0.0
21.0091674979632,52.2260932059446,4,500289.0,0,17.3314884976602,5908,596,2012,5.0,49,1,70174,1,0.0,0.0,1.0,0.0
21.0030733944296,52.2324791911058,21,433000.0,0,1.92944769463289,3725,756,2007,5.0,180,1,59089,1,0.0,1.0,0.0,0.0
21.0450627419283,52.2915382712428,5,199552.0,0,-3.53335769644965,494,106,1995,6.0,70,1,1302,0,0.0,1.0,0.0,0.0
21.0250548739424,52.2265589094395,3,150059.0,0,6.82937191818704,1616,169,2005,6.0,27,1,0,1,0.0,0.0,0.0,1.0
21.1832915790323,52.1751087747212,7,79001.0,1,1.48435977550369,716,155,2013,3.0,74,2,19346,1,0.0,1.0,0.0,0.0
21.0056507859153,52.2345957521256,22,416250.0,1,1.88926479338334,4452,851,2010,9.0,211,5,0,1,0.0,1.0,0.0,0.0
21.1924438203983,52.2078704825998,2,150027.0,1,0.498538773601945,1603,140,2006,6.603069784044262,29,0,12940,0,1.0,0.0,0.0,0.0
21.1817688722052,52.2003083045525,5,85020.0,1,0.562762536177654,710,172,2012,6.603069784044262,73,1,19992,1,0.0,1.0,0.0,0.0
21.1874482687535,52.18750357165,51,393540.0,0,-1.82449215560938,1057,216,2006,14.0,338,3,868,0,0.0,1.0,0.0,0.0
21.0441905853548,52.2865081968601,27,199679.0,0,-4.94603619815642,479,87,2002,10.0,68,1,0,0,0.0,1.0,0.0,0.0
21.0894765697443,52.2839100279147,3,199262.0,0,-4.64668771291288,492,93,1998,8.0,68,3,997,0,0.0,1.0,0.0,0.0
21.1505633361628,52.2187792614149,3,150302.0,0,5.51130374710176,1605,146,2008,6.603069784044262,26,0,0,0,0.0,0.0,0.0,1.0
21.0035988479452,52.2378943377081,25,412250.0,0,2.88737477948262,2797,589,2005,8.0,217,4,58953,1,0.0,1.0,0.0,0.0
21.0039224961691,52.2271149973525,4,499590.0,0,14.712167347836,5950,583,2012,4.0,43,0,55211,0,1.0,0.0,0.0,0.0
21.0270522443273,52.2387054765876,22,585500.0,1,3.00911331644747,3144,629,2012,6.603069784044262,202,5,60406,0,0.0,1.0,0.0,0.0
21.0642374844383,52.2794847089355,8,149600.0,0,1.70897300154831,1614,150,2010,5.0,25,1,21117,1,0.0,0.0,1.0,0.0
21.0457080657268,52.2738655977324,26,199184.0,1,-3.72576006877423,493,99,1999,8.0,69,0,1216,1,0.0,1.0,0.0,0.0
21.085181909136,52.2999471376347,30,200318.0,0,-6.29896907377881,544,88,2001,6.0,69,0,0,1,0.0,1.0,0.0,0.0
21.0661374686658,52.2760804807977,30,199125.0,1,-5.14410348226977,509,94,2004,6.603069784044262,61,2,1212,1,0.0,1.0,0.0,0.0
21.1619923333107,52.1984218327608,49,262210.0,1,-1.37707126315564,999,189,2002,16.0,353,2,856,0,0.0,1.0,0.0,0.0
21.1755658880565,52.2046693368163,3,75969.0,0,2.69440571621822,859,194,2010,5.0,86,0,20303,1,0.0,1.0,0.0,0.0
21.0127606793935,52.2257687741565,6,79900.0,0,1.68284153052285,830,161,2010,6.603069784044262,21,4,-998,1,0.0,1.0,0.0,0.0
21.0332998775737,52.2878299054061,31,200572.0,1,-5.51096422673346,484,83,2002,5.0,67,1,0,0,0.0,1.0,0.0,0.0
21.018387975866,52.2327970134607,21,375250.0,1,2.37036960147858,3493,678,2013,7.0,197,7,0,1,0.0,1.0,0.0,0.0
21.1759245373532,52.1989977318258,56,231900.0,0,-4.25237940629331,981,215,2002,12.0,364,3,9191722,1,0.0,1.0,0.0,0.0
21.0444711152045,52.2746968788537,3,180100.0,0,6.65859126518516,1585,156,2009,6.603069784044262,26,1,21078,1,1.0,0.0,0.0,0.0
21.0451654159068,52.274945303963,37,199768.0,1,-3.90989868563865,477,83,2009,6.0,66,1,0,0,0.0,1.0,0.0,0.0
21.0625565231917,52.2869739519781,4,200223.0,0,-3.78774560959702,510,100,2007,5.0,73,0,0,0,0.0,1.0,0.0,0.0
21.1485409491817,52.1790150413336,6,78971.0,0,1.29203499794788,910,175,2008,4.0,70,1,20383,0,0.0,1.0,0.0,0.0
21.1372368924329,52.2145345298853,4,75967.0,0,0.84533763407972,689,136,2011,3.0,66,0,20445,1,0.0,1.0,0.0,0.0
21.0409919362934,52.2953648744966,27,198788.0,1,-4.55108198525251,522,89,2007,6.603069784044262,69,2,500,1,0.0,1.0,0.0,0.0
21.0213920752774,52.2245425436739,21,318250.0,1,3.64583659287516,3975,813,2009,6.0,201,3,0,1,0.0,1.0,0.0,0.0
21.0827607507468,52.2906975447084,3,69300.0,0,-6.40585586713086,1561,200,2008,6.603069784044262,35,0,0,0,0.0,0.0,0.0,1.0
21.0096629715231,52.2364131126786,6,91000.0,0,2.05426803717272,1053,199,2013,4.0,25,2,-6999,1,0.0,1.0,0.0,0.0
21.0482182234782,52.2881548290374,2,200224.0,1,-5.40540580856252,482,106,2002,8.0,73,1,1098,0,0.0,1.0,0.0,0.0
21.0227811103528,52.2285023561772,4,500387.0,0,5.65513991548971,5990,626,2011,1.0,40,0,30130,1,0.0,0.0,0.0,1.0
21.0719527391996,52.2875411340967,1,180700.0,1,-16.9179495127807,1555,157,2008,6.603069784044262,28,0,19124,1,0.0,0.0,1.0,0.0
21.0535704303323,52.2917386312643,1,99500.0,0,-15.2466165903744,1489,149,2008,6.603069784044262,30,2,43226,1,0.0,0.0,1.0,0.0
21.1733862210549,52.189420046825,3,150063.0,0,-11.0905899146698,1624,160,2003,4.0,28,0,20120,0,0.0,0.0,0.0,1.0
21.1399829648314,52.1709927844745,4,101210.0,0,1.41057988366899,763,170,2009,5.0,70,1,20331,0,0.0,1.0,0.0,0.0
21.0831519159907,52.2989499259274,4,200350.0,1,-3.64288812605233,506,84,2003,6.0,59,1,696,0,0.0,1.0,0.0,0.0
21.1335892978581,52.2098321000976,49,232000.0,1,-2.4986122894405,988,202,2002,13.0,353,3,1171,1,0.0,1.0,0.0,0.0
21.0013337513637,52.2244415081525,4,150223.0,0,-7.76094686882116,1572,134,2005,6.603069784044262,31,1,19839,0,0.0,0.0,0.0,1.0
21.0552090504323,52.2970915147685,31,199901.0,1,-4.81006071767661,509,106,2005,6.0,73,0,0,1,0.0,1.0,0.0,0.0
21.1930543016884,52.1833767616353,45,363360.0,1,-1.77699657042689,991,214,2004,6.603069784044262,348,6,1218,0,0.0,1.0,0.0,0.0
21.173099865919,52.2045258184127,55,302660.0,1,-2.69498052625676,946,215,2008,13.0,343,2,9494511,1,0.0,1.0,0.0,0.0
21.0975303908926,52.2803758714628,27,199226.0,0,-4.85344024213264,504,115,2001,7.0,69,1,809,0,0.0,1.0,0.0,0.0
21.1676126275612,52.2019859737065,2,150645.0,0,10.9425964001598,1601,152,2012,6.603069784044262,27,0,18000,1,0.0,0.0,0.0,1.0
21.027529868383,52.2203874393366,23,455250.0,1,2.64632114958015,4159,824,2007,10.0,187,4,58884,1,0.0,1.0,0.0,0.0
21.1788992585242,52.1751556154154,5,80002.0,0,-0.385879938635996,789,152,2011,6.0,77,1,19076,1,0.0,1.0,0.0,0.0
21.1653572635707,52.2175731077138,3,150246.0,0,-11.8158916587432,1590,149,2009,6.603069784044262,31,0,17000,0,1.0,0.0,0.0,0.0
21.1673984939624,52.2165771930176,6,69843.0,0,1.86002650214257,673,138,2012,2.0,83,0,21106,1,0.0,1.0,0.0,0.0
21.0111238007336,52.2331724172365,20,404000.0,0,3.52048763037404,5468,1151,2006,6.603069784044262,200,3,60194,1,0.0,1.0,0.0,0.0
21.1745775242317,52.1836156137916,46,373380.0,0,-2.95538622420889,1027,200,2002,13.0,335,2,990,1,0.0,1.0,0.0,0.0
21.0430877243006,52.2965905041364,3,199811.0,0,-4.01278846119351,535,90,2005,6.603069784044262,71,1,795,1,0.0,1.0,0.0,0.0
21.0630974487169,52.2930497716274,3,200218.0,0,-5.78129504883928,485,107,2006,6.603069784044262,74,2,702,0,0.0,1.0,0.0,0.0
21.0395458576712,52.2977027460723,35,199832.0,1,-2.10639674498326,471,105,1998,7.0,74,0,596,0,0.0,1.0,0.0,0.0
21.0637210751045,52.2860652761837,29,199974.0,0,-4.92078695104233,468,98,1999,6.603069784044262,72,0,0,0,0.0,1.0,0.0,0.0
21.0028487189359,52.2378568525333,5,498900.0,0,24.7481038182626,6043,606,2013,2.0,52,0,39967,0,0.0,0.0,1.0,0.0
21.0825643523294,52.2705588451144,24,200688.0,1,-4.03346810909959,467,97,2004,6.0,74,1,583,1,0.0,1.0,0.0,0.0
21.0543595328624,52.2989742697682,3,200401.0,0,-5.12605495600636,533,101,2001,6.603069784044262,73,6,1198,0,0.0,1.0,0.0,0.0
21.1746421727436,52.1848050170275,4,149868.0,0,7.99116038655743,1667,157,2008,4.0,32,0,14970,0,0.0,0.0,1.0,0.0
21.0631083202478,52.2968790244916,3,139600.0,0,-8.18197742484969,1596,170,2006,3.0,32,0,17122,1,0.0,0.0,0.0,1.0
21.0188321680282,52.2354935494484,5,73800.0,0,1.49217193886311,1162,255,2014,5.0,22,3,7009,1,0.0,1.0,0.0,0.0
21.046829397257,52.2704644099833,3,200623.0,1,-6.2040897859171,488,95,1999,6.0,65,0,1203,0,0.0,1.0,0.0,0.0
21.024567875935,52.2264420461841,23,276000.0,1,2.50484211345149,3744,775,2009,6.0,197,7,61089,1,0.0,1.0,0.0,0.0
21.1537275106711,52.2020479788352,53,322880.0,1,-1.77055410491563,962,191,2002,12.0,338,6,11211689,0,0.0,1.0,0.0,0.0
21.0730373055697,52.2728376763454,32,199409.0,1,-7.08898443286273,529,94,1998,4.0,61,1,0,0,0.0,1.0,0.0,0.0
21.1414393557012,52.212521620146,1,150405.0,0,-6.66057015065257,1597,172,2006,6.603069784044262,31,0,23970,0,0.0,0.0,1.0,0.0
21.0203449835477,52.2342885928182,4,150618.0,0,13.9703662236376,1562,162,2007,6.603069784044262,35,0,19808,0,0.0,0.0,1.0,0.0
21.0014301789142,52.2362445793953,19,403000.0,1,2.9682226580331,3926,847,2006,7.0,191,4,0,1,0.0,1.0,0.0,0.0
21.1502993557779,52.1958328833268,57,211830.0,0,-0.843913948005177,1038,198,2003,6.603069784044262,355,1,1018,1,0.0,1.0,0.0,0.0
21.0035233136122,52.2301933111064,7,73800.0,0,2.74826624686091,797,142,2012,6.603069784044262,21,3,-4996,1,0.0,1.0,0.0,0.0
21.0138610455687,52.2224647541577,10,87000.0,0,1.43357912516189,963,210,2011,6.603069784044262,22,1,-2998,1,0.0,1.0,0.0,0.0
21.048706030529,52.295004009949,2,199468.0,1,-6.14055821604526,525,118,1997,6.603069784044262,77,1,998,0,0.0,1.0,0.0,0.0
21.1795913757896,52.2151414314797,4,149834.0,0,-2.35897068402538,1608,166,2003,6.603069784044262,26,1,16950,0,1.0,0.0,0.0,0.0
21.0271698779466,52.2330236869864,5,150674.0,1,-23.4956246343432,1551,156,2007,6.603069784044262,26,0,19909,0,1.0,0.0,0.0,0.0
21.0170607329486,52.2320007009711,5,501122.0,0,13.8928533029977,6096,645,2013,6.603069784044262,58,0,65228,0,0.0,0.0,0.0,1.0
21.0729422311555,52.2947037511226,3,109300.0,0,-11.2759843128501,1596,147,2005,6.603069784044262,29,2,0,0,1.0,0.0,0.0,0.0
21.0638878550823,52.2895657253219,28,199967.0,1,-4.47183388924201,523,84,2004,6.603069784044262,68,0,0,0,0.0,1.0,0.0,0.0
21.0234962199582,52.2215105244983,5,500346.0,0,-0.551080427743109,5879,625,2013,6.603069784044262,48,0,45011,1,0.0,0.0,1.0,0.0
21.1760701675629,52.2069952358073,5,77978.0,0,1.58200918089851,794,187,2012,6.603069784044262,70,1,20366,1,0.0,1.0,0.0,0.0
21.1576647147173,52.2162228233228,3,150081.0,0,-3.26554395619474,1552,154,2003,6.603069784044262,29,0,23070,0,0.0,0.0,1.0,0.0
21.0552391517209,52.2867113784049,30,200653.0,0,-2.30385139927316,458,103,2001,6.603069784044262,73,2,1114,0,0.0,1.0,0.0,0.0
21.0424503604346,52.2741604043473,3,199447.0,1,-6.27576601321306,499,106,2005,6.603069784044262,71,0,1408,0,0.0,1.0,0.0,0.0
21.1979052338218,52.1964314070111,3,150224.0,0,-10.3320610329369,1592,154,2008,6.603069784044262,29,1,15970,0,1.0,0.0,0.0,0.0
21.0210493004997,52.2223399324436,8,77900.0,0,1.87803906678449,1353,254,2011,3.0,16,2,-1999,1,0.0,1.0,0.0,0.0
21.0472156482679,52.2868273525825,27,199647.0,1,-4.00837363300491,528,101,2006,6.603069784044262,71,0,817,1,0.0,1.0,0.0,0.0
21.1421895526126,52.204099785611,4,81020.0,0,1.05458343410901,718,143,2011,6.603069784044262,65,3,18790,1,0.0,1.0,0.0,0.0
21.1693826741045,52.1810550087411,2,150096.0,0,-5.26897303330638,1629,170,2006,6.603069784044262,34,0,17980,0,1.0,0.0,0.0,0.0
21.0750629475992,52.2704543756926,28,199831.0,1,-3.05252223576872,527,107,2000,5.0,67,0,908,0,0.0,1.0,0.0,0.0
21.0809444165532,52.2804775067675,3,180800.0,0,-10.2816866208698,1597,177,2008,6.603069784044262,30,1,7086,1,0.0,0.0,0.0,1.0
21.0201511448293,52.2363231967669,3,150526.0,0,-16.6152281150013,1678,147,2008,5.0,31,0,20141,0,0.0,0.0,0.0,1.0
21.0387694784021,52.2871610547556,2,200724.0,1,-4.95712403526173,464,98,2000,7.0,74,0,1207,0,0.0,1.0,0.0,0.0
21.099522533014,52.2756413879339,35,199866.0,1,-4.73333063824337,507,107,2005,6.603069784044262,60,2,0,1,0.0,1.0,0.0,0.0
21.0288607238096,52.239081385117,18,346750.0,1,3.47973637045101,3618,742,2009,6.0,208,9,59204,1,0.0,1.0,0.0,0.0
21.1864504902055,52.1964358016662,4,150327.0,0,3.72355825214813,1638,174,2006,5.0,34,0,13000,0,0.0,0.0,0.0,1.0
21.0118565116364,52.2241375833843,1,150090.0,0,-4.72844652718386,1589,156,2010,6.603069784044262,31,0,0,0,1.0,0.0,0.0,0.0
21.0986562767928,52.2968110172078,4,119000.0,0,-10.468718176522,1470,184,2008,5.0,26,1,21170,1,0.0,0.0,0.0,1.0
21.1420084203063,52.1775086976751,5,81956.0,1,0.719495188748551,648,107,2011,6.0,81,0,20200,0,0.0,1.0,0.0,0.0
21.0580010316009,52.2708914813749,2,200570.0,0,-5.59906591920354,477,108,2008,6.603069784044262,69,1,696,0,0.0,1.0,0.0,0.0
21.0825901807332,52.2721495576063,3,200443.0,1,-4.84748735853602,497,98,1998,4.0,67,2,898,0,0.0,1.0,0.0,0.0
21.0712852907181,52.297318167584,28,199816.0,1,-6.44818643899788,516,111,2000,5.0,72,0,1107,1,0.0,1.0,0.0,0.0
21.1866773368772,52.1734569301177,54,262340.0,1,-1.22500645794882,1049,187,2005,6.603069784044262,350,2,1164,0,0.0,1.0,0.0,0.0
21.0145816520157,52.2287460812181,3,149711.0,0,-16.4006071100801,1610,156,2008,6.603069784044262,30,0,0,0,0.0,0.0,1.0,0.0
21.0976741916267,52.2742531986302,35,199544.0,0,-5.39051702983217,487,106,1999,7.0,74,2,504,0,0.0,1.0,0.0,0.0
21.0212983453821,52.2336163946893,5,499572.0,0,6.48699103335924,6136,616,2013,4.0,54,1,70380,1,1.0,0.0,0.0,0.0
21.0910484631523,52.2811247273372,2,160100.0,0,17.3830328275716,1651,163,2005,6.603069784044262,32,1,0,0,1.0,0.0,0.0,0.0
21.069109529343,52.2785418056604,28,199438.0,0,-5.72962200627325,520,106,2000,10.0,75,0,0,1,0.0,1.0,0.0,0.0
21.0311778356344,52.2890791741502,38,200111.0,1,-3.19112349569856,484,114,2002,6.0,70,0,0,0,0.0,1.0,0.0,0.0
21.0000100860067,52.2333279804792,2,149681.0,0,1.23875876351451,1609,142,2007,6.603069784044262,29,1,0,0,0.0,0.0,1.0,0.0
21.0019709068697,52.2227169473469,5,500386.0,0,-2.38293701684863,6189,592,2010,4.0,53,0,55003,1,1.0,0.0,0.0,0.0
21.1904285928663,52.180135750554,45,252140.0,1,-2.57500528049393,999,217,2007,6.603069784044262,335,3,948,1,0.0,1.0,0.0,0.0
21.0098708071727,52.2346186136175,16,461500.0,0,2.14834850749653,5317,1023,2007,4.0,197,4,61282,1,0.0,1.0,0.0,0.0
21.184941733934,52.1954193056724,46,312820.0,1,-3.32369585900727,992,209,2003,14.0,357,3,11009865,1,0.0,1.0,0.0,0.0
21.1831575133121,52.1723029786535,6,68879.0,1,2.11209612887755,781,156,2010,4.0,77,0,20247,0,0.0,1.0,0.0,0.0
21.1588318479769,52.2035174981039,1,149311.0,0,-9.42297194834665,1570,140,2007,6.0,32,0,16970,0,0.0,0.0,1.0,0.0
21.010834734905,52.2337595537258,9,92000.0,0,0.449650368436499,1217,230,2012,6.603069784044262,30,2,-4997,1,0.0,1.0,0.0,0.0
21.1568417443642,52.1863747511106,3,150043.0,0,-18.5842537045505,1567,179,2000,6.603069784044262,30,2,0,0,1.0,0.0,0.0,0.0
21.0613795181923,52.2994659819431,26,200077.0,0,-8.41404109387414,498,101,2002,7.0,70,0,0,1,0.0,1.0,0.0,0.0
21.0712635709299,52.2711581022199,3,200342.0,0,-5.14532316153547,458,115,2007,8.0,66,3,1305,0,0.0,1.0,0.0,0.0
21.0177658684698,52.2355151348142,3,149886.0,0,-14.7283173373414,1614,142,2008,3.0,32,0,0,1,0.0,0.0,1.0,0.0
21.0282859262056,52.2336204414256,8,500334.0,0,5.57193211141015,5940,616,2013,6.603069784044262,46,2,55081,0,0.0,0.0,1.0,0.0
21.0269944217154,52.234057909525,4,150393.0,0,0.930740528011972,1595,164,2004,4.0,30,0,19872,0,0.0,0.0,1.0,0.0
21.1976991946753,52.1758548602741,51,262330.0,1,-1.45792976760959,1013,210,2006,12.0,377,5,1119,1,0.0,1.0,0.0,0.0
21.1713143296968,52.1728801512206,50,333100.0,0,-1.56706805676585,983,206,1997,6.603069784044262,348,2,835,0,0.0,1.0,0.0,0.0
21.005515161538,52.2341374748293,4,500103.0,0,8.65695105425124,5940,606,2012,6.603069784044262,54,0,60094,0,0.0,0.0,1.0,0.0
21.1649524079142,52.171814059657,3,149158.0,0,-9.92256203884597,1536,167,2011,4.0,27,1,16920,0,0.0,0.0,1.0,0.0
21.1563169442648,52.1962188033434,51,262270.0,0,-1.66317012618668,989,201,2005,15.0,358,3,806,1,0.0,1.0,0.0,0.0
21.0852922244673,52.2840907114674,4,200563.0,0,-4.92544753612048,500,104,2004,6.603069784044262,67,2,0,1,0.0,1.0,0.0,0.0
21.0613730194536,52.2892126439302,36,200926.0,1,-4.67766431163898,495,104,2000,6.603069784044262,73,0,602,0,0.0,1.0,0.0,0.0
21.0119065321693,52.2200726958923,18,404250.0,1,2.83589158583114,2626,514,2011,6.603069784044262,173,2,62035,1,0.0,1.0,0.0,0.0
21.0077846701841,52.2220072137704,22,494250.0,0,2.23514931898105,4647,939,2010,7.0,218,2,59576,1,0.0,1.0,0.0,0.0
21.1617826091852,52.1926226277417,48,191690.0,1,-2.17179530030204,960,195,2003,11.0,345,3,1008,1,0.0,1.0,0.0,0.0
21.0422629246768,52.2743952220655,3,149700.0,1,-11.7610989508812,1590,188,2000,8.0,30,1,0,1,0.0,0.0,1.0,0.0
21.1781977640903,52.1922063085763,5,74973.0,0,1.01414727501228,920,202,2014,2.0,68,0,20638,1,0.0,1.0,0.0,0.0
21.0159937052585,52.2218734523654,5,499736.0,0,-10.2633080811784,6003,616,2013,6.603069784044262,57,0,30032,1,0.0,0.0,1.0,0.0
21.0286895731422,52.2331058835657,3,56600.0,0,2.57948729383983,601,121,2011,5.0,22,2,3,1,0.0,1.0,0.0,0.0
21.0506205441453,52.2791664114781,4,230500.0,1,-1.26121036227495,1641,142,2009,6.603069784044262,28,0,13037,0,1.0,0.0,0.0,0.0
21.0137981453186,52.2362889605155,19,357000.0,1,2.87644884931747,4107,746,2008,10.0,209,7,59924,1,0.0,1.0,0.0,0.0
21.1896845986629,52.1914551472454,51,332970.0,0,-2.92214403233826,978,193,2004,12.0,340,3,1007,1,0.0,1.0,0.0,0.0
